original_line,game_name,custom_name,bgg_link,bgg_id,name,year,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,bgg_rank,bgg_rating,bgg_average,bgg_users_rated,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank,status,confidence,image_filename,min_players,max_players,best_player_count,recommended_player_count,playing_time,complexity_weight,mechanics,categories
https://boardgamegeek.com/boardgame/316858/cloudage # CloudAge,CloudAge,CloudAge,https://boardgamegeek.com/boardgame/316858/cloudage,316858,CloudAge,2020,2020,1524,6.40724,7.19187,2753,0,1524,,,,,,,,,806.0,,,Found from URL,High,CloudAge_2020_316858.jpg,1,4,3,"1, 2, 4",60-100 min,2.84,"Deck, Bag, and Pool Building; Grid Movement; Hand Management; Push Your Luck; Scenario / Mission / Campaign Game",Adventure; Aviation / Flight; Science Fiction
https://boardgamegeek.com/boardgame/169786/scythe # Scythe,Scythe,Scythe,https://boardgamegeek.com/boardgame/169786/scythe,169786,Scythe,2016,2016,22,7.95776,8.1115,90381,0,22,,,,,,,,,25.0,,,Found from URL,High,Scythe_2016_169786.jpg,1,5,4,"1, 2, 3, 5",115 min,3.45,Area Majority / Influence; Card Play Conflict Resolution; Contracts; End Game Bonuses; Force Commitment,Economic; Fighting; Science Fiction
https://boardgamegeek.com/boardgame/418059/seti-search-for-extraterrestrial-intelligence # SETI: Search for Extraterrestrial Intelligence,SETI: Search for Extraterrestrial Intelligence,SETI: Search for Extraterrestrial Intelligence,https://boardgamegeek.com/boardgame/418059/seti-search-for-extraterrestrial-intelligence,418059,SETI: Search for Extraterrestrial Intelligence,2024,2024,29,7.89108,8.39307,13218,0,29,,,,,,,,,20.0,,,Found from URL,High,SETI_ Search for Extraterrestrial Intelligence_2024_418059.jpg,1,4,3,"1, 2, 4",40-160 min,3.8,Area Majority / Influence; End Game Bonuses; Income; Multi-Use Cards; Resource to Move,Science Fiction; Space Exploration
https://boardgamegeek.com/boardgame/420805/black-forest # Black Forest,Black Forest,Black Forest,https://boardgamegeek.com/boardgame/420805/black-forest,420805,Black Forest,2024,2024,1173,6.54216,7.59856,2291,0,1173,,,,,,,,,615.0,,,Found from URL,High,Black Forest_2024_420805.jpg,1,4,3,"1, 2, 4",60-120 min,3.18,Automatic Resource Growth; End Game Bonuses; Once-Per-Game Abilities; Set Collection; Solo / Solitaire Game,City Building; Economic; Industry / Manufacturing
https://boardgamegeek.com/boardgame/148949/istanbul # Istanbul Big Box,Istanbul Big Box,Istanbul Big Box,https://boardgamegeek.com/boardgame/148949/istanbul,148949,Istanbul,2014,2014,188,7.37686,7.53808,33050,0,188,,,,,,,30.0,,154.0,,,Found from URL,High,Istanbul_2014_148949.jpg,2,5,4,"2, 3, 5",40-60 min,2.58,Contracts; Dice Rolling; Grid Movement; Mancala; Modular Board,Economic
https://boardgamegeek.com/boardgame/367517/la-famiglia-the-great-mafia-war # La Famiglia: The Great Mafia War,La Famiglia: The Great Mafia War,La Famiglia: The Great Mafia War,https://boardgamegeek.com/boardgame/367517/la-famiglia-the-great-mafia-war,367517,La Famiglia: The Great Mafia War,2023,2023,1424,6.4391,7.99349,1557,0,1424,,,,,,,,,699.0,,,Found from URL,High,La Famiglia_ The Great Mafia War_2023_367517.jpg,4,4,4,,120-180 min,4.01,Area Majority / Influence; Area Movement; Order Counters; Team-Based Game; Variable Player Powers,Economic; Mafia; Wargame
https://boardgamegeek.com/boardgame/251247/barrage # Barrage,Barrage,Barrage,https://boardgamegeek.com/boardgame/251247/barrage,251247,Barrage,2019,2019,39,7.84023,8.14368,20477,0,39,,,,,,,,,31.0,,,Found from URL,High,Barrage_2019_251247.png,1,4,4,"2, 3",90-180 min,4.11,Contracts; End Game Bonuses; Income; Network and Route Building; Ownership,Economic; Environmental; Industry / Manufacturing
https://boardgamegeek.com/boardgame/338960/slay-the-spire-the-board-game # Slay the Spire,Slay the Spire,Slay the Spire,https://boardgamegeek.com/boardgame/338960/slay-the-spire-the-board-game,338960,Slay the Spire: The Board Game,2024,2024,31,7.89172,8.6821,8800,0,31,,,,,,,,,19.0,,,Found from URL,High,Slay the Spire_ The Board Game_2024_338960.png,1,4,2,"1, 3, 4",30-150 min,2.92,"Cooperative Game; Deck, Bag, and Pool Building; Dice Rolling; Hand Management; Simultaneous Action Selection",Adventure; Card Game; Fantasy
https://boardgamegeek.com/boardgame/397598/dune-imperium-uprising # Dune Imperium Uprising,Dune Imperium Uprising,Dune Imperium Uprising,https://boardgamegeek.com/boardgame/397598/dune-imperium-uprising,397598,Dune: Imperium – Uprising,2023,2023,9,8.17395,8.70414,14360,0,9,,,,,,,,,5.0,,,Found from URL,High,Dune_ Imperium – Uprising_2023_397598.jpg,1,6,4,"1, 2, 3, 6",60-120 min,3.5,"Automatic Resource Growth; Card Play Conflict Resolution; Contracts; Deck, Bag, and Pool Building; Delayed Purchase",Movies / TV / Radio theme; Novel-based; Science Fiction
https://boardgamegeek.com/boardgame/255984/sleeping-gods # Schlafende Götter,Schlafende Götter,Schlafende Götter,https://boardgamegeek.com/boardgame/255984/sleeping-gods,255984,Sleeping Gods,2021,2021,67,7.70782,8.12418,14866,0,67,,,,,,,,,,20.0,,Found from URL,High,Sleeping Gods_2021_255984.png,1,4,"1, 2",3,60-120 min,3.26,Action Points; Cooperative Game; Events; Hand Management; Narrative Choice / Paragraph,Adventure; Exploration; Fantasy
https://boardgamegeek.com/boardgame/316554/dune-imperium # Dune Imperium,Dune Imperium,Dune Imperium,https://boardgamegeek.com/boardgame/316554/dune-imperium,316554,Dune: Imperium,2020,2020,5,8.2243,8.41603,54719,0,5,,,,,,,,,7.0,,,Found from URL,High,Dune Imperium_2020_316554.jpg,1,4,"3, 4","1, 2",60-120 min,3.07,"Card Play Conflict Resolution; Deck, Bag, and Pool Building; Delayed Purchase; Force Commitment; Increase Value of Unchosen Resources",Movies / TV / Radio theme; Novel-based; Political
https://boardgamegeek.com/boardgame/332772/revive # Revive,Revive,Revive,https://boardgamegeek.com/boardgame/332772/revive,332772,Revive,2022,2022,90,7.61761,8.09058,11325,0,90,,,,,,,,,63.0,,,Found from URL,High,Revive_2022_332772.jpg,1,4,3,"1, 2, 4",90-120 min,3.46,"Deck, Bag, and Pool Building; Hexagon Grid; Map Addition; Network and Route Building; Open Drafting",Civilization; Industry / Manufacturing; Science Fiction
https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition # Der Eiserne Thron,Der Eiserne Thron,Der Eiserne Thron,https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition,103343,A Game of Thrones: The Board Game (Second Edition),2011,2011,227,7.30768,7.53133,36274,0,227,,,,,,,,,202.0,,,Found from URL,High,A Game of Thrones_ The Board Game (Second Edition)_2011_103343.jpg,3,6,6,5,120-240 min,3.74,Advantage Token; Alliances; Area Movement; Auction / Bidding; Auction: Sealed Bid,Bluffing; Fantasy; Negotiation
https://boardgamegeek.com/boardgame/290448/wingspan-european-expansion # Flügelschlag: Europa Erweiterung,Flügelschlag: Europa Erweiterung,Flügelschlag: Europa Erweiterung,https://boardgamegeek.com/boardgame/290448/wingspan-european-expansion,290448,Wingspan: European Expansion,2019,2019,0,7.92928,8.33238,16930,1,,,,,,,,,,,,,Found from URL,High,Wingspan_ European Expansion_2019_290448.jpg,1,5,3,"1, 2, 4, 5",40-70 min,2.42,Dice Rolling; End Game Bonuses; Hand Management; Open Drafting; Set Collection,Expansion for Base-game; Animals; Economic
https://boardgamegeek.com/boardgame/385685/revive-call-of-the-abyss # Revive: Ruf aus der Tiefe,Revive: Ruf aus der Tiefe,Revive: Ruf aus der Tiefe,https://boardgamegeek.com/boardgame/385685/revive-call-of-the-abyss,385685,Revive: Call of the Abyss,2023,2023,0,6.13727,8.32575,677,1,,,,,,,,,,,,,Found from URL,High,Revive_ Call of the Abyss_2023_385685.jpg,1,4,3,"1, 2, 4",90-120 min,3.28,,Expansion for Base-game
https://boardgamegeek.com/boardgame/286751/zombicide-2nd-edition # Zombicide zweite Edition,Zombicide zweite Edition,Zombicide zweite Edition,https://boardgamegeek.com/boardgame/286751/zombicide-2nd-edition,286751,Zombicide: 2nd Edition,2021,2021,502,6.98782,7.9332,4808,0,502,,,,,,,,,,96.0,,Found from URL,High,Zombicide_ 2nd Edition_2021_286751.jpg,1,6,3,"1, 2, 4, 5, 6",60 min,2.38,Action Points; Cooperative Game; Dice Rolling; Modular Board; Multiple Maps,Fighting; Horror; Miniatures
https://boardgamegeek.com/boardgame/281016/hai-noon # Hai Noon,Hai Noon,Hai Noon,https://boardgamegeek.com/boardgame/281016/hai-noon,281016,Hai Noon,2020,2020,0,0.0,7.16667,6,0,,,,,,,,,,,,,Found from URL,High,Hai Noon_2020_281016.jpg,2,4,,,30 min,2.0,Area Majority / Influence; Take That,Animals; Card Game
https://boardgamegeek.com/boardgame/40692/small-world # Small World,Small World,Small World,https://boardgamegeek.com/boardgame/40692/small-world,40692,Small World,2009,2009,400,7.0903,7.19566,73969,0,400,,,,,,,110.0,,344.0,,,Found from URL,High,Small World_2009_40692.jpg,2,5,4,"2, 3, 5",40-80 min,2.35,Area Majority / Influence; Area Movement; Dice Rolling; Hidden Victory Points; Increase Value of Unchosen Resources,Fantasy; Fighting; Territory Building
https://boardgamegeek.com/boardgame/220308/gaia-project # Gaia Project,Gaia Project,Gaia Project,https://boardgamegeek.com/boardgame/220308/gaia-project,220308,Gaia Project,2017,2017,13,8.09264,8.35715,30117,0,13,,,,,,,,,9.0,,,Found from URL,High,Gaia Project_2017_220308.png,1,4,"3, 4","1, 2",60-150 min,4.4,End Game Bonuses; Hexagon Grid; Income; Modular Board; Network and Route Building,Civilization; Economic; Science Fiction
https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-on-the-cursed-island # Robinson Crusoe Deluxe,Robinson Crusoe Deluxe,Robinson Crusoe Deluxe,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-on-the-cursed-island,121921,Robinson Crusoe: Adventures on the Cursed Island,2012,2012,112,7.55436,7.72981,45861,0,112,,,,,,,,,,35.0,,Found from URL,High,Robinson Crusoe Adventures on the Cursed Island_2012_121921.jpg,1,4,,"1, 2, 3, 4",60-120 min,3.83,Action Queue; Area Movement; Cooperative Game; Dice Rolling; Die Icon Resolution,Adventure; Exploration; Fighting
https://boardgamegeek.com/boardgame/57390/catacombs # Catacombs,Catacombs,Catacombs,https://boardgamegeek.com/boardgame/57390/catacombs,57390,Catacombs,2010,2010,1645,6.36027,7.04848,2981,0,1645,,,,,,,,,,344.0,,Found from URL,High,Catacombs_2010_57390.jpg,2,5,"2, 5","3, 4",30-60 min,1.95,Flicking; Player Elimination; Role Playing; Team-Based Game; Variable Player Powers,Action / Dexterity; Adventure; Fantasy
https://boardgamegeek.com/boardgame/198576/catacombs-cavern-of-soloth-third-edition # Catacombs: Cavern of Soloth,Catacombs: Cavern of Soloth,Catacombs: Cavern of Soloth,https://boardgamegeek.com/boardgame/198576/catacombs-cavern-of-soloth-third-edition,198576,Catacombs: Cavern of Soloth (Third Edition),2016,2016,0,5.81727,7.89219,346,1,,,,,,,,,,,,,Found from URL,High,Catacombs Cavern of Soloth Third Edition_2016_198576.png,2,5,,,60-90 min,2.0,Player Elimination; Role Playing; Team-Based Game; Variable Player Powers,Action / Dexterity; Adventure; Expansion for Base-game
https://boardgamegeek.com/boardgame/323612/bitoku # Bitoku,Bitoku,Bitoku,https://boardgamegeek.com/boardgame/323612/bitoku,323612,Bitoku,2021,2021,299,7.19734,7.79226,7415,0,299,,,,,,,,,196.0,,,Found from URL,High,Bitoku_2021_323612.jpg,1,4,3,"2, 4",120 min,3.76,"Area Majority / Influence; Deck, Bag, and Pool Building; End Game Bonuses; Hand Management; Income",Fantasy; Mythology
https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-for-the-galaxy # Eclipse,Eclipse,Eclipse,https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-for-the-galaxy,246900,Eclipse: Second Dawn for the Galaxy,2020,2020,18,7.96694,8.40682,16274,0,18,,,,,,,,,15.0,,,Found from URL,High,Eclipse_ Second Dawn for the Galaxy_2020_246900.jpg,2,6,"4, 6","2, 3, 5",60-200 min,3.65,Alliances; Area Majority / Influence; Area-Impulse; Dice Rolling; Grid Movement,Civilization; Exploration; Science Fiction
https://boardgamegeek.com/boardgame/124668/the-dwarves # Die Zwerge Big Box,Die Zwerge Big Box,Die Zwerge Big Box,https://boardgamegeek.com/boardgame/124668/the-dwarves,124668,The Dwarves,2012,2012,3455,5.94177,6.84395,1187,0,3455,,,,,,,,,,675.0,,Found from URL,High,The Dwarves_2012_124668.jpg,2,5,4,"1, 2, 3, 5",60-90 min,2.53,Cooperative Game; Dice Rolling,Fantasy; Novel-based; Wargame
https://boardgamegeek.com/boardgame/400602/civolution # Civolution,Civolution,Civolution,https://boardgamegeek.com/boardgame/400602/civolution,400602,Civolution,2024,2024,266,7.22942,8.18598,4332,0,266,,,,,,,,,148.0,,,Found from URL,High,Civolution_2024_400602.jpg,1,4,"2, 3",1,90-180 min,4.22,Area Movement; Dice Rolling; Events; Income; Modular Board,Civilization; Dice; Economic
https://boardgamegeek.com/boardgame/312484/lost-ruins-of-arnak # Lost Ruins of Arnak,Lost Ruins of Arnak,Lost Ruins of Arnak,https://boardgamegeek.com/boardgame/312484/lost-ruins-of-arnak,312484,Lost Ruins of Arnak,2020,2020,28,7.90314,8.07319,52805,0,28,,,,,,,,,32.0,,,Found from URL,High,Lost Ruins of Arnak_2020_312484.jpg,1,4,3,"1, 2, 4",30-120 min,2.93,"Area Movement; Contracts; Deck, Bag, and Pool Building; Delayed Purchase; End Game Bonuses",Adventure; Card Game; Exploration
https://boardgamegeek.com/boardgame/167791/terraforming-mars # Terraforming Mars,Terraforming Mars,Terraforming Mars,https://boardgamegeek.com/boardgame/167791/terraforming-mars,167791,Terraforming Mars,2016,2016,7,8.19517,8.34446,108837,0,7,,,,,,,,,8.0,,,Found from URL,High,Terraforming Mars_2016_167791.jpg,1,5,3,"1, 2, 4",120 min,3.27,Closed Drafting; Contracts; End Game Bonuses; Hand Management; Hexagon Grid,Civilization; Economic; Environmental
https://boardgamegeek.com/boardgame/266192/wingspan # Flügelschlag,Flügelschlag,Flügelschlag,https://boardgamegeek.com/boardgame/266192/wingspan,266192,Wingspan,2019,2019,38,7.8591,8.01101,106773,0,38,,,,,,,5.0,,47.0,,,Found from URL,High,Wingspan_2019_266192.jpg,1,5,3,"1, 2, 4",40-70 min,2.47,Action Queue; Dice Rolling; End Game Bonuses; Hand Management; Once-Per-Game Abilities,Animals; Card Game; Educational
https://boardgamegeek.com/boardgame/129437/legendary-a-marvel-deck-building-game # Legendary,Legendary,Legendary,https://boardgamegeek.com/boardgame/129437/legendary-a-marvel-deck-building-game,129437,Legendary: A Marvel Deck Building Game,2012,2012,272,7.23262,7.52258,23152,0,272,,,,,,,,,,78.0,,Found from URL,High,Legendary A Marvel Deck Building Game_2012_129437.jpg,1,5,3,"1, 2, 4",30-60 min,2.43,"Deck, Bag, and Pool Building; Events; Open Drafting; Semi-Cooperative Game; Solo / Solitaire Game",Card Game; Comic Book / Strip
https://boardgamegeek.com/boardgame/359871/arcs # Arcs,Arcs,Arcs,https://boardgamegeek.com/boardgame/359871/arcs,359871,Arcs,2024,2024,107,7.56628,8.0541,13234,0,107,,,,,,,,,83.0,,,Found from URL,High,Arcs_2024_359871.png,2,4,"3, 4",2,60-120 min,3.42,Area Majority / Influence; Area Movement; Campaign / Battle Card Driven; Dice Rolling; Die Icon Resolution,Science Fiction; Space Exploration; Wargame
https://boardgamegeek.com/boardgame/237182/root # Root,Root,Root,https://boardgamegeek.com/boardgame/237182/root,237182,Root,2018,2018,33,7.88261,8.06977,60120,0,33,,,,,,,,,37.0,,12.0,Found from URL,High,Root_2018_237182.jpg,2,4,4,3,60-90 min,3.83,Action Points; Action Queue; Action Retrieval; Area Majority / Influence; Area Movement,Animals; Fantasy; Negotiation
https://boardgamegeek.com/boardgame/241386/root-the-riverfolk-expansion # Root: Eine Riverfolk Expansion,Root: Eine Riverfolk Expansion,Root: Eine Riverfolk Expansion,https://boardgamegeek.com/boardgame/241386/root-the-riverfolk-expansion,241386,Root: The Riverfolk Expansion,2018,2018,0,7.75363,8.42602,8804,1,,,,,,,,,,,,,Found from URL,High,Root_ The Riverfolk Expansion_2018_241386.jpg,1,6,4,"3, 5",60-90 min,3.87,Area Majority / Influence; Area Movement; Cooperative Game; Dice Rolling; Hand Management,Animals; Expansion for Base-game; Fantasy
https://boardgamegeek.com/boardgame/478/citadels # Citadels,Citadels,Citadels,https://boardgamegeek.com/boardgame/478/citadels,478,Citadels,2000,2000,570,6.93363,7.05639,56461,0,570,,,,,,,180.0,,464.0,,,Found from URL,High,Citadels_2000_478.jpg,2,8,5,"3, 4, 6, 7",20-60 min,2.05,Action Drafting; Closed Drafting; Income; Lose a Turn; Set Collection,Bluffing; Card Game; City Building
https://boardgamegeek.com/boardgame/387378/mlem-space-agency # MLEM Die Astrokatzen,MLEM Die Astrokatzen,MLEM Die Astrokatzen,https://boardgamegeek.com/boardgame/387378/mlem-space-agency,387378,MLEM: Space Agency,2024,2024,1040,6.61557,7.16919,5022,0,1040,,,,,,,283.0,,,,,Found from URL,High,MLEM_ Space Agency_2024_387378.jpg,2,5,"4, 5",3,30-60 min,1.69,Area Majority / Influence; Dice Rolling; Push Your Luck; Track Movement,Animals; Dice; Space Exploration
https://boardgamegeek.com/boardgame/334986/daybreak # e Mission,e Mission,e Mission,https://boardgamegeek.com/boardgame/334986/daybreak,334986,Daybreak,2023,2023,506,6.97755,7.68509,5105,0,506,,,,,,,,,319.0,,,Found from URL,High,Daybreak_2023_334986.png,1,4,,"1, 2, 3, 4",60-120 min,2.87,Automatic Resource Growth; Cooperative Game; Die Icon Resolution; Events; Hand Management,Card Game; Economic; Educational
https://boardgamegeek.com/boardgame/199478/flamme-rouge # Flamme Rouge,Flamme Rouge,Flamme Rouge,https://boardgamegeek.com/boardgame/199478/flamme-rouge,199478,Flamme Rouge,2016,2016,281,7.22024,7.47992,19309,0,281,,,,,,,63.0,,,,,Found from URL,High,Flamme Rouge_2016_199478.jpg,2,4,4,"2, 3",30-45 min,1.7,Catch the Leader; Hand Management; Modular Board; Programmed Movement; Race,Racing; Sports
https://boardgamegeek.com/boardgame/1275/221b-baker-street-the-master-detective-game # 221b Baker Street,221b Baker Street,221b Baker Street,https://boardgamegeek.com/boardgame/1275/221b-baker-street-the-master-detective-game,1275,221B Baker Street: The Master Detective Game,1975,1975,5689,5.72356,6.0119,3303,0,5689,,,,,,,1966.0,,,1272.0,,Found from URL,High,221B Baker Street The Master Detective Game_1975_1275.png,2,6,2,"3, 4, 5",90 min,1.79,Deduction; Narrative Choice / Paragraph; Paper-and-Pencil; Role Playing; Roll / Spin and Move,Deduction; Murder / Mystery; Novel-based
https://boardgamegeek.com/boardgame/209778/magic-maze # Magic Maze,Magic Maze,Magic Maze,https://boardgamegeek.com/boardgame/209778/magic-maze,209778,Magic Maze,2017,2017,764,6.78099,6.94101,23234,0,764,,,,,,,228.0,,,,,Found from URL,High,Magic Maze_2017_209778.jpg,1,8,4,"2, 3, 5, 6",15 min,1.75,Communication Limits; Cooperative Game; Elapsed Real Time Ending; Grid Movement; Map Addition,Exploration; Fantasy; Maze
https://boardgamegeek.com/boardgame/366994/bonsai # Bonsai,Bonsai,Bonsai,https://boardgamegeek.com/boardgame/366994/bonsai,366994,Bonsai,2023,2023,1353,6.47079,7.18363,3280,0,1353,,,,,,,375.0,,,,,Found from URL,High,Bonsai_2023_366994.png,1,4,3,"1, 2, 4",40 min,1.81,Contracts; End Game Bonuses; Hexagon Grid; Melding and Splaying; Open Drafting,Environmental; Puzzle
https://boardgamegeek.com/boardgame/373106/sky-team # Sky Team,Sky Team,Sky Team,https://boardgamegeek.com/boardgame/373106/sky-team,373106,Sky Team,2023,2023,34,7.87386,8.1499,24917,0,34,,,,,,,2.0,,,14.0,,Found from URL,High,Sky Team_2023_373106.jpg,2,2,2,,20 min,2.04,Communication Limits; Cooperative Game; Dice Rolling; Scenario / Mission / Campaign Game; Turn Order: Progressive,Aviation / Flight; Dice
https://boardgamegeek.com/boardgame/84876/the-castles-of-burgundy # The Castles of Burgundy,The Castles of Burgundy,The Castles of Burgundy,https://boardgamegeek.com/boardgame/84876/the-castles-of-burgundy,84876,The Castles of Burgundy,2011,2011,16,8.02364,8.15239,67268,0,16,,,,,,,,,16.0,,,Found from URL,High,The Castles of Burgundy_2011_84876.jpg,2,4,2,"3, 4",30-90 min,2.97,Delayed Purchase; Dice Rolling; End Game Bonuses; Grid Coverage; Hexagon Grid,Animals; Dice; Medieval
https://boardgamegeek.com/boardgame/120677/terra-mystica # Terra Mystica Big Box,Terra Mystica Big Box,Terra Mystica Big Box,https://boardgamegeek.com/boardgame/120677/terra-mystica,120677,Terra Mystica,2012,2012,36,7.86668,8.03801,50112,0,36,,,,,,,,,34.0,,,Found from URL,High,Terra Mystica_2012_120677.jpg,2,5,4,"3, 5",60-150 min,3.98,Chaining; End Game Bonuses; Hexagon Grid; Income; Increase Value of Unchosen Resources,Civilization; Economic; Fantasy
https://boardgamegeek.com/boardgame/275044/glow # Glow,Glow,Glow,https://boardgamegeek.com/boardgame/275044/glow,275044,Glow,2021,2021,1822,6.29811,6.96743,3077,0,1822,,,,,,,563.0,,,,,Found from URL,High,Glow_2021_275044.png,2,4,3,"2, 4",45 min,2.02,Dice Rolling; Die Icon Resolution; Open Drafting; Point to Point Movement; Push Your Luck,Fantasy
https://boardgamegeek.com/boardgame/30549/pandemic # Pandemic,Pandemic,Pandemic,https://boardgamegeek.com/boardgame/30549/pandemic,30549,Pandemic,2008,2008,165,7.4114,7.52034,132172,0,165,,,,,,,35.0,,175.0,,,Found from URL,High,Pandemic_2008_30549.jpg,2,4,4,"2, 3",45 min,2.4,Action Points; Chaining; Contracts; Cooperative Game; Events,Medical; Travel
https://boardgamegeek.com/boardgame/376683/in-the-footsteps-of-darwin # In the Footsteps of Darwin,In the Footsteps of Darwin,In the Footsteps of Darwin,https://boardgamegeek.com/boardgame/376683/in-the-footsteps-of-darwin,376683,In the Footsteps of Darwin,2023,2023,1320,6.4799,7.35364,2670,0,1320,,,,,,,345.0,,,,,Found from URL,High,In the Footsteps of Darwin_2023_376683.jpg,2,5,"3, 4","2, 5",20-30 min,1.68,End Game Bonuses; Grid Coverage; Layering; Open Drafting; Pattern Building,Animals; Educational; Nautical
https://boardgamegeek.com/boardgame/395364/dorfromantik-the-duel # Dorfromantik: Das Duell,Dorfromantik: Das Duell,Dorfromantik: Das Duell,https://boardgamegeek.com/boardgame/395364/dorfromantik-the-duel,395364,Dorfromantik: The Duel,2023,2023,4877,5.77737,6.97797,566,0,4877,,,,,,,1474.0,,,,,Found from URL,High,Dorfromantik_ The Duel_2023_395364.jpg,2,2,2,,30-45 min,1.85,Hexagon Grid; Modular Board; Tile Placement; Variable Set-up,City Building; Environmental; Puzzle
https://boardgamegeek.com/boardgame/201808/clank-a-deck-building-adventure # Klong! Ein Deckbau-Abenteuer,Klong! Ein Deckbau-Abenteuer,Klong! Ein Deckbau-Abenteuer,https://boardgamegeek.com/boardgame/201808/clank-a-deck-building-adventure,201808,Clank!: A Deck-Building Adventure,2016,2016,95,7.60283,7.76642,45923,0,95,,,,,,,17.0,,93.0,,,Found from URL,High,Clank!_ A Deck-Building Adventure_2016_201808.jpg,2,4,3,"2, 4",30-60 min,2.23,"Action Points; Deck, Bag, and Pool Building; Delayed Purchase; End Game Bonuses; Movement Points",Adventure; Fantasy
https://boardgamegeek.com/boardgame/300531/paleo # Paleo,Paleo,Paleo,https://boardgamegeek.com/boardgame/300531/paleo,300531,Paleo,2020,2020,226,7.30969,7.66112,14969,0,226,,,,,,,,,178.0,59.0,,Found from URL,High,Paleo_2020_300531.jpg,2,4,"2, 3","1, 4",45-60 min,2.65,"Action / Event; Cooperative Game; Deck, Bag, and Pool Building; Memory; Scenario / Mission / Campaign Game",Card Game; Exploration; Prehistoric
https://boardgamegeek.com/boardgame/328479/living-forest # Living Forest,Living Forest,Living Forest,https://boardgamegeek.com/boardgame/328479/living-forest,328479,Living Forest,2021,2021,742,6.79495,7.23433,7620,0,742,,,,,,,191.0,,,,,Found from URL,High,Living Forest_2021_328479.jpg,1,4,3,"2, 4",40 min,2.21,"Deck, Bag, and Pool Building; Push Your Luck; Race; Simultaneous Action Selection; Tile Placement",Animals; Card Game; Environmental
https://boardgamegeek.com/boardgame/258779/planet-unknown # Planet Unknown,Planet Unknown,Planet Unknown,https://boardgamegeek.com/boardgame/258779/planet-unknown,258779,Planet Unknown,2022,2022,175,7.39721,7.7722,12593,0,175,,,,,,,21.0,,132.0,,,Found from URL,High,Planet Unknown_2022_258779.jpg,1,6,4,"1, 2, 3, 5, 6",60-80 min,2.25,End Game Bonuses; Events; Grid Coverage; Grid Movement; Hidden Victory Points,City Building; Industry / Manufacturing; Puzzle
https://boardgamegeek.com/boardgame/176494/isle-of-skye-from-chieftain-to-king # Isle of Skye Big Box,Isle of Skye Big Box,Isle of Skye Big Box,https://boardgamegeek.com/boardgame/176494/isle-of-skye-from-chieftain-to-king,176494,Isle of Skye: From Chieftain to King,2015,2015,283,7.21878,7.39099,26716,0,283,,,,,,,64.0,,227.0,,,Found from URL,High,Isle of Skye From Chieftain to King_2015_176494.jpg,2,5,"3, 4","2, 5",30-50 min,2.25,"Auction: Multiple Lot; Catch the Leader; Commodity Speculation; I Cut, You Choose; Set Collection",Economic; Territory Building
https://boardgamegeek.com/boardgame/433384/rival-cities # Rival Cities,Rival Cities,Rival Cities,https://boardgamegeek.com/boardgame/433384/rival-cities,433384,Rival Cities,2025,2025,5012,5.75749,7.46732,354,0,5012,,,,,,,,,,,,Found from URL,High,Rival Cities_2025_433384.jpg,2,2,,,30-45 min,2.55,Rondel; Sudden Death Ending,Industry / Manufacturing; Political
https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon # Welcome to the Moon,Welcome to the Moon,Welcome to the Moon,https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon,339789,Welcome to the Moon,2021,2021,206,7.34919,7.87698,8635,0,206,,,,,,,24.0,,,43.0,,Found from URL,High,Welcome to the Moon_2021_339789.png,1,6,"2, 3, 4","1, 5, 6",25-30 min,2.46,Bingo; Narrative Choice / Paragraph; Paper-and-Pencil; Pattern Building; Race,City Building; Science Fiction
https://boardgamegeek.com/boardgame/284435/nova-luna # Nova Luna,Nova Luna,Nova Luna,https://boardgamegeek.com/boardgame/284435/nova-luna,284435,Nova Luna,2019,2019,619,6.89225,7.26203,9686,0,619,,,,24.0,,,147.0,,,,,Found from URL,High,Nova Luna_2019_284435.jpg,1,4,2,"1, 3, 4",30-60 min,1.87,Contracts; Pattern Building; Race; Rondel; Tile Placement,Abstract Strategy; Puzzle
https://boardgamegeek.com/boardgame/123540/tokaido # Tokaido,Tokaido,Tokaido,https://boardgamegeek.com/boardgame/123540/tokaido,123540,Tokaido,2012,2012,821,6.74488,6.91353,27907,0,821,,,,,,,268.0,,,,,Found from URL,High,Tokaido_2012_123540.jpg,1,5,4,"3, 5",45 min,1.74,End Game Bonuses; Set Collection; Solo / Solitaire Game; Track Movement; Turn Order: Time Track,Travel
